,date,title
1982,[1898],The Rock of the Lion
1983,[0],Embarrassments
1984,[0],"The Fifth Series Plays, Complete"
1985,[0],"Eugene Aram, Book 1."
1986,[0],"The Shaving of Shagpat, v4"
1987,[1755],Journal of A Voyage to Lisbon
1988,[0],Constance Dunlap
1989,[0],New Apples in the Garden
1990,[0],"The Ivory Gate, a new edition"
1991,[0],"A Strange Story, Volume 1."
1992,[0],"Brave Tom, The Battle That Won"
1993,[0],"On English Poetry, Being an Irregular Approach to the Psychology of This Art,, from Evidence Mainly Subjective"
1994,[0],"Rhoda Fleming, v2"
1995,[0],The Life of Reason
1996,[0],"The Man in Ratcatcher and Other Stories, Release Date: August 03, 2015 [EBook #49590], Language: English, Character set encoding: UTF-8"
1997,[1898],Doctor Therne
1998,[0],Raiders of the Universes
1999,[0],"Farmer George, Volume 1"
2000,[0],Floyd Grandon's Honor
2001,[0],"Reginald Cruden, A Tale of City Life"
2002,[0],The Aliens
2003,[0],"Lucretia, Complete"
2004,[0],Stepsons of Light
2005,[0],"Tour through the Eastern Counties of England, 1722"
2006,[0],A Knight of the Cumberland
2007,[0],The Apaches of New York
2008,[1913],Cleek: the Man of the Forty Faces
2009,[0],How to Make Friends
2010,"[March 6, 1837]",Twice Told Tales
2011,[0],Piper in the Woods
2012,[0],Chapters from My Autobiography
2013,[0],"Last Days in a Dutch Hotel, From ""Literature and Life"""
2014,[0],"The Talk of the Town, Volume 2 (of 2)"
2015,[0],"What Will He Do With It, Book 4."
2016,[0],John Jones's Dollar
2017,[0],"The World Before Them, A Novel, Volume 3 (of 3)"
2018,[0],A Question of Latitude
2019,[January 1905],The Woggle-Bug Book
2020,[0],Ham Sandwich
2021,[0],"The Lost Ambassador, The Search For The Missing Delora"
2022,[0],Settling Day
2023,[0],"A Modern Cinderella, or The Little Old Show and Other Stories"
2024,[0],"The Harlequin Opal, Vol. 1 (of 3), A Romance"
2025,[0],A Bit O' Love (Fourth Series Plays)
2026,[0],War of the Classes
2027,[0],Andy Grant's Pluck
2028,[0],"The Book of the Hamburgs, A Brief Treatise upon the Mating, Rearing and Management, of the Different Varieties of Hamburgs"
2029,[0],The Mighty Dead
2030,[0],The Kentons
2031,[1886],Their Silver Wedding Journey
2032,[0],Talks on the study of literature.
2033,[0],The Touchstone of Fortune
2034,[1916],From the Housetops
2035,[1889],One of the 28th
2036,[0],"Dorothy's Double, Volume III (of 3)"
2037,[0],"Ernest Maltravers, Book 7"
2038,[0],The Copperhead
2039,[1884],Queer Stories for Boys and Girls
2040,[0],Laughing Bill Hyde and Other Stories
2041,[0],The King's Jackal
2042,[1840],Poor Jack
2043,[0],Mabel's Mistake
2044,[0],As Seen By Me
2045,[1822],Maid Marian
2046,[1924],The Call of the Canyon
2047,[0],"Poor, Dear Margaret Kirby and Other Stories"
2048,[0],Quodlibet
2049,[0],"The Duty of Disobedience to the Fugitive Slave Act, Anti-Slavery Tracts No. 9, An Appeal To The Legislators Of Massachusetts"
2050,[0],"Ernest Maltravers, Book 2"
2051,[0],The Feeling
2052,[0],Love Poems and Others
2053,[0],"Lucretia, Volume 3."
2054,[1922],Papers from Lilliput
2055,[0],"The Caxtons, Part 9"
2056,[1916],Egotism in German Philosophy
2057,[0],Made in Tanganyika
2058,[0],"My Novel, Volume 4."
2059,[0],Dick and Dolly
2060,[0],The Flaming Jewel
2061,[0],"Rhoda Fleming, v1"
2062,[0],"Pelham, Volume 6."
2063,[0],Dream Town
2064,[0],The Love Sonnets of a Hoodlum
2065,[0],Pearl-Fishing; Choice Stories from Dickens' Household Words; First Series
2066,[0],Succession in the Presidency of The Church of Jesus Christ of Latter-day Saints
2067,[1864],Apologia pro Vita Sua
2068,[0],Halcyone
2069,[0],"Si Klegg, Book 4 (of 6), Experiences Of Si And Shorty On The Great Tullahoma Campaign"
2070,[1902],"The Treasure of the Incas, A Story of Adventure in Peru"
2071,[1903],Twelve Stories and a Dream
2072,"[October 13, 1898]",The Turn of the Screw
2073,[0],"The Works of Edgar Allan Poe, Volume 5 (of 5) of the Raven Edition"
2074,[0],"The Wreck of the Titan, or, Futility"
2075,[0],"Unfettered, A Novel"
2076,[0],"The Parisians, Book 1."
2077,[0],The Economic Functions of Vice
2078,[0],Female Suffrage
2079,[1918],The Garden of Survival
2080,[0],"The Card, A Story Of Adventure In The Five Towns"
2081,[0],The Missioner
2082,[0],"A Summer Evening's Dream, 1898"
2083,[1920],Women in Love
2084,[0],Comedies of Courtship
2085,[0],Tales of the Punjab
2086,[0],Poems
2087,[0],"Bee and Butterfly, A Tale of Two Cousins"
2088,[0],"Stories of Ships and the Sea, Little Blue Book #1169"
2089,[0],Fraternity
2090,[0],Black Heart and White Heart
2091,[0],From a Bench in Our Square
2092,[0],"The Life and Adventures of Peter Wilkins, Complete, Volumes One and Two"
2093,[1916],A Song of the Guns
2094,[0],"Criticism And Fiction, From ""Literature and Life"""
2095,[0],The Fortunes of Garin
2096,[1871],"Legends of the Patriarchs and Prophets, And Other Old Testament Chatacters from Various Sources"
2097,[0],Consignment
2098,[1916],The Crimson Gardenia and Other Tales of Adventure
2099,[0],"The Adventures of Harry Richmond, v6"
2100,[0],The Last Stetson
2101,[0],"Malaeska, the Indian Wife of the White Hunter"
2102,[0],The Manor House School
2103,[0],"Mrs. Hale's Receipts for the Million, Containing Four Thousand Five Hundred and Forty-five, Receipts, Facts, Directions, etc. in the Useful, Ornamental,, and Domestic Arts"
2104,[1856],The Wreck of the Golden Mary
2105,[1878],"The Haunted Hotel, A Mystery of Modern Venice"
2106,[0],A Millionaire of Yesterday
2107,[0],The Man of the Desert
2108,[1904],The Eagle's Shadow
2109,[0],A Siren
2110,[0],"The Collected Writing of Thomas De Quincey, Vol. II"
2111,[0],"The Bishop's Apron, A study in the origins of a great family"
2112,[1890],The Erie Train Boy
2113,[0],"Rupert of Hentzau, From The Memoirs of Fritz Von Tarlenheim: The Sequel to, The Prisoner of Zenda"
2114,[0],The Crown of Life
2115,[0],The Gunroom
2116,[1878],"Poganuc People, Their Loves and Lives"
2117,[0],The Kempton-Wace Letters
2118,[0],The Thunder Bird
2119,[1918],"From Bapaume to Passchendaele, 1917"
2120,[1864],On Picket Duty and Other Tales
2121,[0],"From London to Land's End, and Two Letters from the ""Journey through England by a Gentleman"""
2122,[0],Rough Beast
2123,[0],R. Holmes & Co.
2124,[0],"The Golden Bowl, Volume II"
2125,[0],The Flirt
2126,[0],The Famous Missions of California
2127,[0],The Upper Berth
2128,[0],Rainbow Hill
2129,[0],Lover or Friend
2130,[0],"Alroy, The Prince Of The Captivity"
2131,[0],"Success, A Novel"
2132,[0],"The Odds, And Other Stories"
2133,[0],Ptomaine Street
2134,[0],In the Great Steep's Garden
2135,[0],Tiger Cat
2136,[1813],"The Last Of The Barons, Volume 12."
2137,[March 1989],The Saracen: The Holy War
2138,[0],Arsene Lupin
2139,[0],Sandburrs and Others
2140,[0],Vagabondia       1884
2141,[1954],When the Mountain Shook
2142,[0],Dragon's blood
2143,[0],Collector's Item
2144,[0],Casey Ryan
2145,[1873],"Prose Idylls, New and Old"
2146,[January 1888],"Looking Backward, 2000-1887"
2147,[1916],Penrod and Sam
2148,[1908],All Things Considered
2149,[0],Pythias
2150,[1915],The Yellow Claw
2151,[1913],"The Land of Promise, A Comedy in Four Acts"
2152,[0],"The Ordeal of Richard Feverel, v4"
2153,[0],Diana
2154,[0],Robert Browning
2155,[0],"The Prose Works of Jonathan Swift, Vol. III.: Swift's Writings on Religion and the Church, Vol. I."
2156,[0],"Theft, A Play In Four Acts"
2157,[0],The King's Achievement
2158,[0],Queed
2159,[0],Creatures of Vibration
2160,[0],The Master of Stair
2161,[1905], The Princess Elopes
2162,[0],Literature and Life
2163,[0],Small World
2164,[0],Ellen Middleton--A Tale
2165,[0],Sweet Tooth
2166,[0],The Re-Creation of Brian Kent
2167,[0],The Year When Stardust Fell
2168,[0],"Bransford of Rainbow Range, Originally Published under the title of Bransford in Arcadia, or, The Little Eohippus"
2169,[0],The Emigrant Trail
2170,[1919],Dust of New York
2171,[0],"Sylvia's Lovers, Vol. II"
2172,[0],What's-His-Name
2173,[1893],The Tragedy of Wild River Valley
2174,[0],The Complete Project Gutenberg Works of Galsworthy
2175,[0],Loyalties (Fifth Series Plays)
2176,[0],"The Water-Witch or, The Skimmer of the Seas"
2177,[0],"The Parisians, Book 6."
2178,[0],Overland
2179,[0],Publicity Stunt
2180,[0],The Younger Set
2181,[1922],Monitress Merle
2182,[0],"Poems, Volume 2 [of 3]"
2183,[1916],Jacobean Furniture and English Styles in Oak and Walnut
2184,[1800],Afloat And Ashore
2185,[0],"The Adventures of Harry Richmond, v4"
2186,[0],The Contrast
2187,[0],"The Poems of Jonathan Swift, D.D., Volume I (of 2)"
2188,[0],The Story of Siegfried
2189,[0],"A Search For A Secret (Vol 1 of 3), A Novel"
2190,[0],Thelma
2191,[0],Angel's Egg
2192,[0],Helping Himself
2193,[0],"Italian Letters, Vols. I and II, or, The History of the Count de St. Julian"
2194,[1918],The Promise of Air
2195,[0],Hall of Mirrors
2196,[0],The Beginning
2197,[0],"Kerfol, 1916"
2198,[1912],The Bells and Other Poems
2199,[1813],"The Last Of The Barons, Volume 11."
2200,[0],"The Land of Bondage, A Romance"
2201,[1857],Scenes of Clerical Life
2202,[0],Raspberry Jam
2203,[0],Solomon Crow's Christmas Pockets and Other Tales
2204,[0],The Fate of Felix Brand
2205,[0],"The Ordeal of Richard Feverel, v6"
2206,[1900],The Jimmyjohn Boss and Other Stories
2207,[0],The Hole in the Wall
2208,[1911],"Padre Ignacio, Or The Song of Temptation"
2209,[0],The Boss of the Lazy Y
2210,[0],"The Works of Edgar Allan Poe, Volume 1 (of 5) of the Raven Edition"
2211,[1913],The Amateur Gentleman
2212,[0],Double Standard
2213,[0],The Big Engine
2214,[0],Loyola and the Educational System of the Jesuits
2215,[0],Blix
2216,[0],Dead Men's Money
2217,[1892],In Camp With A Tin Soldier
2218,[0],"The Rider in Khaki, A Novel"
2219,[0],The Ancien Regime
2220,[0],Cowmen and Rustlers
2221,[0],"The Real America in Romance, Volume 6; A Century Too Soon (A Story, of Bacon's Rebellion)"
2222,[0],'Drag' Harlan
0,[0],"The Celt and Saxon, Complete"
1,[0],"The Last Of The Barons, Volume 5."
2,[0],Mrs. Lirriper's Lodgings
3,[0],"My Novel, Volume 7."
4,[1922],Man and Maid
